SampleNumber,GPStime,Type,Period,Network,DistMean,DistSTD,DistMax,LogBCI,LogBSN,ProbMin,ProbMax,ProbMedian,ProbStd,Vol0Min,Vol0Max,Vol0Median,Vol0Std,Vol1Min,Vol1Max,Vol1Median,Vol1Std,Vol2Min,Vol2Max,Vol2Median,Vol2Std
r02040,1242527708,BNS,GW151012,111000,48.104,11.315,76.391,3.35,37.761,1.753730019050199e-24,0.0001331068494318,2.5999229901620416e-16,4.107573686685079e-06,5.6308018146074406e-27,0.022,1.356720325021201e-14,0.0007770827180294946,1.5832983649566652e-24,0.008,1.8900930926528247e-14,0.000487976292435166,1.3388341423141187e-20,0.005,4.230354520539417e-14,0.00037194573654471806
r02041,1176834023,BNS,GW151012,111000,99.603,26.422,165.657,4.655,28.395,2.4326905985945872e-20,3.884522294173423e-05,3.626077590204494e-15,2.519665400104348e-06,2.2814235483763967e-17,0.005,2.2321435773447946e-10,0.0003527124204390869,2.2752555086558064e-20,0.005,8.275256473257492e-13,0.00033507841672281754,3.720229720609315e-17,0.001,2.1366082312854487e-11,0.00017614205677902764
r02042,1192873797,BNS,GW151012,111000,126.083,32.881,208.286,8.485,57.673,9.419232493452651e-32,5.599191927645911e-05,1.1993796493661554e-25,2.3319704386720613e-06,3.4355800383873703e-53,0.005,2.9415416039863404e-24,0.00037257358238388386,4.224306582675246e-31,0.011,1.970979155184099e-24,0.0005165906332902083,1.2819020315873328e-29,0.0005643086751540458,7.540937414861594e-07,0.00011208527541768125
r02043,1186222837,BNS,GW151012,111000,79.053,19.296,127.294,4.386,40.391,1.1947726654150965e-25,7.84379901208471e-05,3.693673767431461e-17,3.4480677185467704e-06,2.6168938687795306e-33,0.012,7.330232930807244e-15,0.0005588721018894492,3.473424202470549e-24,0.008,4.487297760937562e-15,0.00045049496323202134,1.409478457364872e-60,0.002,3.32507856886939e-14,0.00024743053882016257
r02044,1246477515,BNS,GW151012,111000,116.646,31.203,194.654,7.572,42.399,4.8940674441459877e-26,6.382291268577556e-05,6.479386523904792e-19,3.347900600198828e-06,1.0906297172083065e-29,0.009,5.6841481206657386e-14,0.0004990534216209497,4.672847491879772e-25,0.008,4.084487638074917e-17,0.0004568639095565392,6.1809223175675505e-22,0.0007961485774517832,9.060893630574348e-08,0.00014258224929737572
r02045,1226732775,BNS,GW151012,111000,46.254,12.137,76.596,9.423,227.668,1.3805313850487796e-94,0.0001546107682801,5.3240808587827324e-62,7.1581721318623305e-06,0.0,0.016,1.232331409067897e-20,0.0005998190773781871,0.0,0.012,5.972151511454479e-62,0.0005624629146187696,0.0,0.001,6.612583723862142e-08,0.00015673246581390256
r02046,1226714386,BNS,GW151012,111000,91.6,23.105,149.363,8.889,71.484,4.719376710478885e-39,6.140940448927233e-05,1.146944832779493e-28,2.633282434864425e-06,5.070927728212388e-95,0.003,1.1074716008590965e-26,0.00029342343518958826,6.118898750893534e-39,0.011,5.554880955138355e-27,0.0004948736241355923,1.4954900419931489e-34,0.0004918621666344542,6.605953194959216e-07,0.0001071640135235824
r02047,1203981508,BNS,GW151012,111000,190.662,67.928,360.483,3.105,8.974,6.885489259250254e-12,5.45519198296636e-05,9.354174341648488e-10,5.058303114809885e-06,1.5724794135428745e-13,0.006,4.0745345775295576e-08,0.0003032795628075873,2.2624853404220194e-10,0.004,4.215666751320597e-08,0.00024233373313018485,3.1362556089117953e-10,0.0004980676057072408,2.5836166596019182e-06,0.00010186793029016395
r02048,1226558185,BNS,GW151012,111000,152.094,41.4,255.595,7.266,36.208,2.7594729677311507e-23,4.71209153027584e-05,2.414018439212561e-18,2.648223342757255e-06,4.594401553014102e-22,0.006,2.089084036358335e-13,0.00038909013257343235,1.8247804774560564e-27,0.007,9.3511263865295e-16,0.0003987502044941084,1.458542450763243e-20,0.000677724754924476,2.766853751062008e-07,0.00012746077302778957
r02049,1182347168,BNS,GW151012,111000,111.209,31.747,190.576,6.377,35.915,5.127527323208917e-23,5.047686235982421e-05,1.6325058385962293e-18,2.154601737612731e-06,8.882573238144284e-35,0.008,2.9647373858272275e-11,0.0004662506185408308,2.6064699578753067e-25,0.01,1.3279648978360838e-16,0.0004909577093208323,1.158961407415678e-21,0.000806755243404489,1.5815318576820211e-07,0.00014973189861363227
r02050,1246906633,BNS,GW151012,111000,132.754,34.524,219.064,8.268,41.524,2.694039442077598e-25,4.339151854598674e-05,2.817507120529549e-20,2.275373783347545e-06,2.2577726257968416e-58,0.01,1.1850761509330387e-18,0.0005795516798611375,5.470799172183143e-27,0.008,5.292997503475708e-19,0.0004819227294282092,1.7637957779953138e-19,0.00045002549752056674,7.643294298975926e-07,0.00010452930023538828
r02051,1195623013,BNS,GW170104,111000,115.877,41.094,218.613,3.347,30.432,1.056084122869594e-20,6.787704963723642e-05,6.366907561706696e-15,2.239124772002848e-06,1.08874987164901e-17,0.014,1.307828445802306e-07,0.0005183289228951112,3.659534060830576e-19,0.007,4.212389880727014e-12,0.0003889379609352042,1.4289647854305363e-32,0.007,4.138213956206694e-10,0.000360504493522781
r02052,1174110179,BNS,GW170104,111000,73.292,17.053,115.924,6.393,102.017,2.6031951872102536e-49,0.000127375759737,2.880688163676801e-32,3.938281179265646e-06,1.1471757970946635e-47,0.019,5.162898118149522e-19,0.0007146408834223914,6.893890247397803e-118,0.022,2.0737888322990035e-28,0.0007714356095476358,6.546427411991425e-71,0.002,6.133447741800277e-07,0.00020836102447329536
r02053,1182402298,BNS,GW170104,111000,151.692,45.328,265.012,6.489,37.3,2.241005895873104e-23,0.0001238724130969,1.985840606836932e-16,7.296677604241838e-06,1.871609757654266e-23,0.008,3.7440714469942455e-13,0.0004181823931540749,1.2734468903321654e-21,0.005,1.9007746882832894e-15,0.00035313086252143806,5.461845373152914e-26,0.0005645539743353965,1.1493749406652522e-06,0.00011339964267840075
r02054,1219205212,BNS,GW170104,111000,160.026,48.056,280.166,6.219,22.483,3.517908980381045e-17,0.0001026836910485,7.942851707883712e-14,7.018932505629656e-06,3.4879323938183845e-17,0.004,1.3062471454922051e-12,0.00031549973952470965,1.7562446888010035e-15,0.006,7.725551013972202e-13,0.0003727807325480929,6.9616518299845576e-15,0.0005211480134917127,1.7313784295460977e-06,0.00010759565397254191
r02055,1189488076,BNS,GW170104,111000,68.523,16.515,109.81,7.018,134.526,4.745210576825991e-59,0.0001249127375262,2.9461105972070124e-42,3.523018437896328e-06,1.2536181620771308e-62,0.02,7.893675325799866e-20,0.0007084764102387501,6.470871290069456e-76,0.014,1.1602942322425965e-39,0.0006235597484387962,1.5533399256742665e-55,0.002,3.7478210311415715e-07,0.00021125039348712283
r02056,1175971841,BNS,GW170104,111000,71.226,16.694,112.961,10.475,178.221,1.3386543002232055e-76,0.0001541179347015,4.595064057877974e-52,5.230920071414827e-06,1.1850364742073194e-292,0.019,3.5266270755130744e-19,0.0007335598461850016,1.6896134933778278e-90,0.022,1.6346605296396985e-52,0.0007613076583103546,2.3090989465293677e-72,0.001,2.512281714690787e-08,0.00017548285804256243
r02057,1208013736,BNS,GW170104,111000,164.09,45.138,276.935,7.327,45.789,5.9400743578604625e-27,4.507052795468466e-05,8.973588106933016e-19,2.09177464267234e-06,1.4620295545614468e-32,0.007,5.596638742513237e-15,0.0004423409342761954,5.435191989797816e-26,0.008,5.045141115756853e-17,0.00042755004620704574,3.3022485099272255e-25,0.0006336028302226955,6.115954633537679e-07,0.0001290417095314615
r02058,1221010240,BNS,GW170104,111000,97.926,24.219,158.474,6.753,47.914,2.824241977071555e-27,8.384546918873426e-05,1.9928233686443656e-22,3.5951488454603685e-06,4.581593021203582e-42,0.012,1.054797934217898e-13,0.0005511928185232095,8.280246516746152e-27,0.008,4.1653725980347735e-21,0.0004784530622159567,0.0,0.002,1.1354618816407999e-17,0.00020261749697326784
r02059,1203020309,BNS,GW170104,111000,146.528,45.532,260.359,5.827,22.589,1.0250583971732672e-16,0.0001054826065681,1.908261350298413e-14,8.225738372314488e-06,2.2959390361830994e-15,0.005,4.095040982501548e-12,0.0002659309764333254,2.0307454069089802e-16,0.0006722934898351538,6.526003679298564e-08,0.00012846687288888852,8.64971881972617e-15,0.002,3.054840193996177e-12,0.00020763591970322142
r02060,1183128110,BNS,GW170104,111000,121.282,36.046,211.397,6.504,31.149,1.3960897614323738e-20,9.477415137871002e-05,8.402197411312892e-17,8.530361076200945e-06,6.674679968754373e-28,0.008,5.26121682656242e-14,0.0003234974706819554,4.238578340966112e-18,0.004,3.797875673140656e-13,0.0002480922870701812,2.2095136113213524e-19,0.0005602983658155656,9.825802584001836e-07,0.00010410868868700282
r02061,1177046704,BNS,GW170104,111000,32.065,6.223,47.623,7.684,141.829,5.798860779273906e-70,4.8637717364800126e-05,7.301605905085614e-49,1.2853836596754676e-06,2.4531461904120456e-90,0.025,8.171588366452066e-38,0.000833488662864602,7.91650818481354e-201,0.014,4.036966739075009e-42,0.0006349079844808551,8.21614477690789e-59,0.003,1.0555608318913351e-41,0.0003086563543164913
r02062,1222899762,BNS,GW170104,111000,65.858,15.063,103.516,11.309,226.846,7.350537165187569e-98,9.757428547511032e-05,3.8592252677050716e-60,3.4575459382131697e-06,0.0,0.007,1.5488056456465912e-74,0.0004299920634624038,0.0,0.018,4.160781021049517e-67,0.0006930037774017581,2.5448869518333188e-80,0.0006532006733764133,1.0815796539616094e-07,0.00012356529545783576
r02063,1191426806,BNS,GW170104,111000,138.615,38.821,235.668,7.828,51.11,3.341467665114421e-29,0.0001112950561366,7.408722706101832e-21,7.594490554989786e-06,0.0,0.008,1.1923370601242235e-19,0.0003891708384436463,1.767531158620334e-30,0.005,1.0826402956900635e-19,0.0003445781239544982,2.7944287622100404e-24,0.0004547854801910975,1.526751340753128e-06,9.72884549014088e-05
r02064,1208139763,BNS,GW170104,111000,149.608,39.361,248.01,8.044,49.276,2.278245800992937e-28,4.411185403732009e-05,3.751510772764012e-21,2.236446677484805e-06,0.0,0.011,1.9267755043163852e-19,0.0006069755536222646,2.199119424568982e-31,0.007,4.178106201947064e-20,0.0004669744901048726,5.285119951148416e-21,0.0004641683384431246,7.116872374653168e-07,0.00010591737760676334
r02065,1252131477,BNS,GW170104,111000,168.974,49.08,291.673,6.346,22.884,1.3015123224060917e-17,4.472762678621029e-05,5.1147565567502695e-15,2.8509650415247268e-06,2.5048719427627878e-15,0.008,4.2681187549041715e-11,0.0004377712236227714,3.2842586997547643e-16,0.006,4.647836429842307e-13,0.00036320681812526337,1.6838603561854757e-14,0.0008354921286598938,3.613596583819581e-08,0.00014941780047619487
r02066,1188818477,BNS,GW170104,111000,234.488,71.422,413.043,5.583,15.966,6.397320924252755e-15,4.101487924053408e-05,5.955625480687006e-13,2.774013367173007e-06,6.063162172038495e-13,0.007,8.074487548406646e-10,0.0004352530749293718,5.319296111772764e-13,0.007,5.843363793163442e-11,0.00040477212020087765,7.975907310650511e-13,0.0007680593081097709,4.13309940593398e-07,0.00013958949037194655
r02067,1203891894,BNS,GW170104,111000,134.92,40.353,235.803,6.794,30.631,7.504919994800164e-20,7.712559852455799e-05,2.1742500595949238e-16,7.064686008865644e-06,0.0,0.008,7.243659767503497e-15,0.0003880211714070588,1.4755499516602824e-18,0.004,7.746683911658164e-15,0.00029711823646736275,2.1480487024646126e-17,0.0004077972066038292,2.0778470543906584e-06,9.176990497322794e-05
r02068,1214398471,BNS,GW170104,111000,52.665,11.75,82.04,8.831,219.683,3.945864665894275e-92,5.843421147820626e-05,1.2810538192140993e-50,1.2438974328934072e-06,0.0,0.03,5.58403530689203e-38,0.0008266930016446937,7.6335503597728785e-93,0.006,2.190094478063356e-50,0.000394525810050528,0.0,0.003,2.4331774663128207e-14,0.00025273963922264425
r02069,1236578808,BNS,GW170104,111000,89.358,21.654,143.492,8.212,100.244,3.4591632168157995e-49,5.306405152151335e-05,1.491351853761818e-28,2.35068503302848e-06,8.567852980412148e-263,0.007,2.4706288201955065e-18,0.0004417571183469875,2.536057043684547e-87,0.009,2.2057170347476164e-28,0.0004788312170988087,0.0,0.0009006610849987115,2.2639769368319292e-14,0.00016442760034047073
r02070,1229235248,BNS,GW170104,111000,141.563,42.995,249.051,6.024,25.415,5.479721560623361e-18,8.83451375156603e-05,2.08350117292688e-14,6.582198430819132e-06,7.015475457272472e-19,0.005,1.444969591225754e-11,0.00029227292541571806,1.839764021311512e-15,0.001,2.0656257757383803e-08,0.00013307816118156746,6.452068340115671e-17,0.001,1.2122276501084905e-09,0.0001471987872365203
r02071,1193059809,BNS,GW170104,111000,116.799,31.136,194.639,8.137,63.69,1.3971634919416866e-33,0.0001263304144118,1.944957395795416e-23,9.65092127306449e-06,0.0,0.004,2.378540979912034e-19,0.0002757236907523793,3.9337985428546725e-33,0.005,5.395135489877879e-22,0.00031317812564557365,2.36627721216341e-32,0.0005214331986156349,9.490185581203617e-07,0.00010719570735423387
r02072,1202624035,BNS,GW170104,111000,119.882,30.02,194.932,9.16,78.582,5.8169071430306315e-40,5.244795526523349e-05,8.894304524908879e-28,2.1576096993471103e-06,1.0329572922770197e-245,0.005,1.8285694225041807e-22,0.00035034891209633347,1.3113081650506244e-49,0.01,9.878310620386998e-27,0.0004657713575512456,3.4532929260069217e-37,0.0006681413381618582,3.816746465974545e-07,0.00012357290497326626
r02073,1181504331,BNS,GW170104,111000,202.918,61.773,357.35,6.161,23.46,1.430561201564518e-17,9.53313705104612e-05,1.76779690781473e-14,7.159890048340596e-06,0.0,0.006,8.382269965554803e-13,0.00032316227792355206,5.807092757915303e-16,0.004,7.786358575570646e-13,0.00027394820829053883,3.821891324019401e-14,0.00042109368298093585,1.9629377738858626e-06,9.677914578728924e-05
r02074,1244188542,BNS,GW170104,111000,188.357,63.868,348.026,4.858,27.222,3.3479130096656443e-19,0.0001105164911341,5.9987520323979876e-15,8.536082709473445e-06,6.140430874842939e-25,0.01,3.3950278100072875e-13,0.00045256310245288717,8.943365509525346e-18,0.005,2.5277268842359704e-14,0.00033145249487923187,2.0667120606686776e-16,0.0007966118464836957,2.724125534534286e-06,0.00011422761881755925
r02075,1196876493,BNS,GW170104,111000,133.99,40.271,234.667,5.567,23.598,3.511707801651244e-17,8.662274543156638e-05,3.028845012343031e-15,7.678578180969515e-06,0.0,0.002,3.2504961699783035e-08,0.00021194778921802409,3.2153999994820013e-16,0.004,8.935026846060595e-13,0.000270903159063711,2.7325179610894024e-15,0.001,4.114315475605038e-12,0.000162061892067084
r02076,1212179829,BNS,GW170104,111000,107.86,28.987,180.328,6.119,40.658,4.8737371894227064e-24,3.627055425978642e-05,9.661616318030336e-20,2.299399068420066e-06,2.3956721763432947e-25,0.007,7.252330753437309e-10,0.00036683159973301176,6.430299545758169e-27,0.007,2.5713193963046116e-16,0.0003701883736627575,3.9632869776388814e-21,0.001,2.739962213841519e-15,0.00017602024160775522
r02077,1191671591,BNS,GW170104,111000,148.617,42.319,254.414,7.211,45.82,3.032312910046901e-27,5.104542536036641e-05,4.667382169080906e-20,2.155829870558389e-06,1.443623275423675e-31,0.008,5.1393450805338354e-14,0.0004344657756090108,1.6919666934211822e-32,0.006,1.2414570440044072e-18,0.00035484961252234764,1.2200279365576836e-24,0.000774667548835053,1.904476512251252e-10,0.0001433667979960862
r02078,1237182748,BNS,GW170104,111000,106.504,27.868,176.173,6.63,69.244,3.659556545693384e-37,4.409557968607768e-05,1.1581770979355088e-20,2.1962858330148623e-06,2.754019985111598e-48,0.005,3.241135121315146e-14,0.0003816334789614151,1.3529188402751925e-113,0.005,1.0413837561622806e-19,0.00036830586588369133,2.7250992235988336e-222,0.001,1.516231797130254e-13,0.0001701260797096652
r02079,1199220023,BNS,GW170104,111000,196.217,53.657,330.359,7.504,29.762,2.4936644867201308e-20,0.0001096797008909,2.481107248509057e-16,7.280493867705763e-06,0.0,0.003,1.0092855034019451e-14,0.0003387312438700708,1.4159576999889533e-18,0.005,8.151847696817338e-15,0.0003634755363976962,1.0556140117886142e-18,0.0004147189923435641,1.1791317844299568e-06,0.00010158678728615088
r02080,1189798878,BNS,GW170104,111000,100.65,26.423,166.708,8.273,60.199,7.318950151924825e-33,5.075784100678422e-05,8.396445911313788e-24,2.2085509523791013e-06,0.0,0.005,1.414858367177727e-17,0.0003503307008050819,1.665577713183751e-40,0.009,2.110138238538224e-21,0.00043639605630104746,1.773659415627939e-36,0.0005770186856442337,3.3239900577016733e-07,0.00011693083262788235
r02081,1193692912,BNS,GW170104,111000,155.31,42.469,261.483,7.372,35.064,3.6467784827793487e-22,0.0001251968211499,1.216945342001961e-16,6.706937278940934e-06,2.9282384171645934e-22,0.003,9.610498398189601e-14,0.00028485769569203904,2.575474508430854e-20,0.006,3.947216293435271e-15,0.0003513583127207947,5.7698945875048e-22,0.0005712915804360374,6.024736631603406e-07,0.00011394721632663565
r02082,1226086926,BNS,GW170104,111000,161.952,46.063,277.108,6.98,42.005,5.5498250921992975e-25,0.0001240802526782,4.215676419144041e-17,7.546993438412451e-06,1.991946715169528e-24,0.006,2.0139058603844212e-11,0.0003952478410394597,1.2250028142315572e-23,0.005,2.753849430315169e-15,0.0002991665028216545,2.3936958138025435e-22,0.0006289832409864752,2.2905989547598477e-07,0.00011886471418015029
r02083,1197607323,BNS,GW170104,111000,125.236,33.764,209.646,7.901,51.839,2.1281203645659192e-29,4.700182519352481e-05,1.978478653127824e-20,2.237549128712843e-06,0.0,0.009,1.0530132794002134e-16,0.00044377091228505817,6.197625685388089e-36,0.008,3.828514354584258e-19,0.00040853628733005724,6.628444673278663e-27,0.0005483514389747717,7.321022559989466e-07,0.00011826033643090344
r02084,1233886622,BNS,GW170104,111000,77.772,21.215,130.808,8.239,109.231,1.6047869288548773e-52,7.800578383711584e-05,5.479600056819045e-33,2.7177571703133568e-06,5.866788043582739e-257,0.008,3.029069842735175e-15,0.00041913941311234,1.25924207088256e-72,0.006,8.462876671636418e-32,0.0004206827858008463,3.419544428676751e-280,0.000926659736859193,1.020939978789834e-08,0.00014315840447822595
r02085,1192368516,BNS,GW170104,111000,132.363,42.732,239.193,6.172,32.699,5.105137579334261e-21,6.694826952456166e-05,1.2507658552439171e-16,5.9963836498001295e-06,6.895339895336896e-32,0.013,5.132249768107644e-15,0.0005039074541258447,1.8073072679444946e-19,0.003,1.8370883706751525e-15,0.00030948722313881596,3.0971703715383085e-16,0.000561526324646814,3.0648522512355745e-06,9.69894432773197e-05
r02086,1222820923,BNS,GW170104,111000,100.846,25.059,163.493,9.293,93.809,3.756672922752626e-47,0.0001230290677142,8.731318097682463e-33,4.2929047234799e-06,2.1856102138390352e-145,0.016,7.943843186581474e-15,0.0006540669248197027,3.531706649730808e-68,0.016,6.310339064816566e-32,0.0006540766316347989,3.5543626990782355e-55,0.001,2.7081670739271455e-08,0.00017728192014194007
r02087,1219338659,BNS,GW170104,111000,93.578,23.201,151.582,9.622,143.202,1.3632371470403836e-65,8.522985597333565e-05,7.800315119401404e-38,3.1679115936847e-06,0.0,0.01,5.267197023402784e-18,0.0005548485111704351,0.0,0.013,1.8690555880542726e-39,0.0005996823297612138,0.0,0.0007985665316381336,1.3310779805232983e-10,0.000160040179824458
r02088,1202189828,BNS,GW170104,111000,116.002,28.739,187.85,9.78,104.955,1.9475905448932285e-50,3.680455344903993e-05,1.7304257692538288e-33,2.106270800956428e-06,0.0,0.005,3.553471620374222e-36,0.0003782372371917943,3.76752055859032e-75,0.009,2.627106709167342e-35,0.00047037959039436674,8.634145602811281e-45,0.00040951796063847917,6.805539043332242e-07,0.00010104450504472494
r02089,1226318493,BNS,GW170104,111000,105.101,28.473,176.283,7.215,54.363,4.9568375216034e-30,5.950394008964289e-05,1.536384193792393e-21,3.0253585361143336e-06,8.63037718241664e-160,0.007,3.414221709571059e-12,0.0004225837881120784,3.714632127956948e-32,0.007,4.0526956712118916e-21,0.00041426195493243057,1.201365319784377e-72,0.0008409421871744128,8.707410357420969e-10,0.0001600103335883585
r02090,1235184720,BNS,GW170104,111000,139.32,40.039,239.417,6.63,26.247,1.5236003645336825e-18,0.0001158233413633,1.6596219741336067e-14,6.682820673377798e-06,0.0,0.004,3.551579430147949e-12,0.00028245190946159406,1.8817959860414468e-16,0.003,2.2535020014566045e-12,0.0002484631974886237,2.9630831654870218e-18,0.000511182968683309,6.493472508101611e-07,0.00010819706011441356
r02091,1185473842,BNS,GW170104,111000,151.756,41.566,255.671,7.297,38.714,1.2242596266099405e-24,6.07848593078484e-05,1.0416555437846745e-17,2.3265273511557307e-06,1.3090186073144287e-26,0.009,6.01206648192309e-13,0.0004894926166366735,8.070303143497433e-25,0.008,4.872388285794477e-16,0.00043871600723334697,2.6378940309996037e-21,0.0008264299447859641,1.6593229872327964e-08,0.00014810668213758644
r02092,1184743558,BNS,GW170104,111000,133.865,40.402,234.869,5.239,21.967,9.435391046341732e-17,7.766142479030401e-05,3.613455904229295e-14,5.811470670508319e-06,9.619340775663366e-15,0.002,1.518310785071761e-08,0.00020785762749727605,3.821243063379852e-15,0.003,9.019002115057622e-12,0.00023558130227194235,1.0966245646355105e-14,0.0007817503873328211,2.8404657699226493e-11,0.00015359753209808958
r02093,1230551052,BNS,GW170104,111000,77.373,18.246,122.987,5.052,37.446,4.227732523975881e-24,8.522193964367145e-05,2.0871345394603443e-20,3.530585306253089e-06,1.631898388718249e-20,0.013,5.001255906504156e-16,0.0005907470940819336,4.830978982393521e-21,0.008,8.718440877300283e-18,0.0004638836059236976,1.8110521568031384e-20,0.003,1.563368052088651e-17,0.00026698095412121085
r02094,1242418469,BNS,GW170104,111000,43.248,9.362,66.654,6.714,163.025,7.294677762754156e-73,6.547425990720602e-05,1.6096324019622408e-36,1.3062910585969355e-06,3.5889056697279445e-297,0.037,2.7484253862420174e-27,0.001,3.4746616472958694e-198,0.011,1.3405985032801784e-38,0.0005686074481637115,0.0,0.004,1.6153984544540395e-24,0.0003247442462975932
r02095,1239837124,BNS,GW170104,111000,189.153,55.49,327.877,6.286,19.655,6.183812244755027e-16,0.0001038293359549,4.218000953445031e-13,6.5992906702344925e-06,4.5681965101977844e-17,0.004,2.0289148406258986e-11,0.0003847353427257828,4.8080044852239354e-14,0.006,1.8248923618989793e-11,0.0003647661037765412,1.4898167494775448e-13,0.0004370745007654996,1.7918565038800594e-06,9.864176686458188e-05
r02096,1171533362,BNS,GW170104,111000,122.064,36.476,213.255,5.604,25.295,1.2513419360829386e-17,7.646983584346489e-05,5.60166926452138e-15,7.449903523729364e-06,9.517364745174353e-18,0.003,1.6287598509154626e-08,0.00023156377006656236,1.928123631022747e-16,0.004,5.001993372056928e-13,0.0002751362988707721,1.2798822168656308e-15,0.0009192594485142498,5.531658461459658e-12,0.00016125653570861096
r02097,1244347837,BNS,GW170104,111000,111.98,33.311,195.256,7.791,85.017,7.776349451061137e-45,5.684726627726264e-05,1.841156882280765e-30,3.24052459602988e-06,0.0,0.013,2.1525934652712313e-27,0.0005694728230110715,1.2358938447974054e-121,0.012,5.487053140284891e-31,0.000611653133349567,2.779298980308956e-39,0.0009419362061319616,4.822892304205916e-07,0.00014355598789320714
r02098,1214705294,BNS,GW170104,111000,141.918,39.081,239.622,8.268,60.688,1.9416251886771083e-31,0.0001104237545157,1.2700912951596205e-23,7.72882855766369e-06,0.0,0.01,2.6882536067681076e-23,0.00048044633771424295,1.7090684977787048e-40,0.006,1.2824369123790084e-23,0.0003817736567048766,3.854091907976661e-23,0.00039548841542455624,1.3274132001212634e-06,9.558717049342868e-05
r02099,1244042735,BNS,GW170104,111000,65.004,16.119,105.301,11.024,293.593,4.167843960813352e-122,7.802334187742415e-05,2.182071116959872e-80,1.5705711543006838e-06,0.0,0.032,3.873029674978662e-83,0.001,0.0,0.027,3.829091682035456e-86,0.0008859949930602579,0.0,0.002,3.3458108969658033e-12,0.0002159521603092461
r02100,1249366326,BNS,GW170104,111000,202.887,67.768,372.308,4.39,9.057,2.326374382414534e-11,9.279216246260636e-05,5.046673449793103e-10,7.86790686736829e-06,7.496019862588399e-11,0.005,3.909310038868892e-08,0.00034362333942906915,2.0189015861315015e-13,0.001,5.1690296776855225e-08,0.00017120854794328548,3.6419007899530434e-11,0.001,1.7452196084640224e-07,0.00015681462340618086
